1	 2015	 2
2	 2015	 47
3	 2015	 5
4	 2015	 2
5	 2015	 5
6	 2015	 1
7	 2015	 1
8	 2015	 5
9	 2015	 0
10	 2015	 4
11	 2015	 2
12	 2015	 2
13	 2015	 4
14	 2015	 8
15	 2015	 1
16	 2015	 0
17	 2015	 2
18	 2015	 5
19	 2015	 1
20	 2015	 3
21	 2015	 1
22	 2015	 0
23	 2015	 3
24	 2015	 7
25	 2015	 3
26	 2015	 2
27	 2015	 2
28	 2015	 0
29	 2015	 1
30	 2015	 0
31	 2015	 0
32	 2015	 2
33	 2015	 4
34	 2015	 0
35	 2015	 0
36	 2015	 5
37	 2015	 2
38	 2015	 0
39	 2015	 1
40	 2015	 2
41	 2015	 0
42	 2015	 2
43	 2015	 0
44	 2015	 0
45	 2015	 1
46	 2015	 1
47	 2015	 1
48	 2015	 5
49	 2015	 3
50	 2015	 3
51	 2015	 2
52	 2015	 0
53	 2015	 2
54	 2015	 3
55	 2015	 13
56	 2015	 1
57	 2015	 3
58	 2015	 1
59	 2015	 3
60	 2015	 1
61	 2015	 0
62	 2015	 5
63	 2015	 2
64	 2015	 5
65	 2015	 4
66	 2015	 6
67	 2015	 8
68	 2015	 2
69	 2015	 1
70	 2015	 3
71	 2015	 7
72	 2015	 38
73	 2015	 7
74	 2015	 0
75	 2015	 32
76	 2015	 2
77	 2015	 2
78	 2015	 1
79	 2015	 3
80	 2015	 0
81	 2015	 1
82	 2015	 0
83	 2015	 0
84	 2015	 2
85	 2015	 1
86	 2015	 2
87	 2015	 7
88	 2015	 1
89	 2015	 4
90	 2015	 5
91	 2015	 3
92	 2015	 4
93	 2015	 6
94	 2015	 6
95	 2015	 1
96	 2015	 0
97	 2015	 0
98	 2015	 2
99	 2015	 6
100	 2015	 0
101	 2015	 3
102	 2015	 0
103	 2015	 7
104	 2015	 4
105	 2015	 3
106	 2015	 7
107	 2015	 3
108	 2015	 7
109	 2015	 6
110	 2015	 27
111	 2015	 10
112	 2015	 0
113	 2015	 4
114	 2015	 1
115	 2015	 1
116	 2015	 9
117	 2015	 6
118	 2015	 0
119	 2015	 2
120	 2015	 0
121	 2015	 2
122	 2015	 2
123	 2015	 2
124	 2015	 0
125	 2015	 1
126	 2015	 0
127	 2015	 7
128	 2015	 0
129	 2015	 0
130	 2015	 2
131	 2015	 4
132	 2015	 6
133	 2015	 3
134	 2015	 2
135	 2015	 0
136	 2015	 14
137	 2015	 1
138	 2015	 6
139	 2015	 0
140	 2015	 0
141	 2015	 2
142	 2015	 13
143	 2015	 0
144	 2015	 29
145	 2015	 2
146	 2015	 3
147	 2015	 3
148	 2015	 4
149	 2015	 3
150	 2015	 1
151	 2015	 0
152	 2015	 6
153	 2015	 2
154	 2015	 2
155	 2015	 5
156	 2015	 3
157	 2015	 0
158	 2015	 5
159	 2015	 3
160	 2015	 4
161	 2015	 2
162	 2015	 2
163	 2015	 2
164	 2015	 5
165	 2015	 7
166	 2015	 0
167	 2015	 1
168	 2015	 1
169	 2015	 1
170	 2015	 0
171	 2015	 2
172	 2015	 4
173	 2015	 4
174	 2015	 15
175	 2015	 2
176	 2015	 11
177	 2015	 15
178	 2015	 5
179	 2015	 2
180	 2015	 0
181	 2015	 6
182	 2015	 1
183	 2015	 0
184	 2015	 0
185	 2015	 0
186	 2015	 130
187	 2015	 3
188	 2015	 2
189	 2015	 2
190	 2015	 6
191	 2015	 0
192	 2015	 3
193	 2015	 2
194	 2015	 9
195	 2015	 2
196	 2015	 4
197	 2015	 9
198	 2015	 141
199	 2015	 8
200	 2015	 6
201	 2015	 4
202	 2015	 0
203	 2015	 1
204	 2015	 0
205	 2015	 0
206	 2015	 1
207	 2015	 6
208	 2015	 0
209	 2015	 0
210	 2015	 20
211	 2015	 2
212	 2015	 1
213	 2015	 3
214	 2015	 8
215	 2015	 1
216	 2015	 4
217	 2015	 2
218	 2015	 2
219	 2015	 1
220	 2015	 2
221	 2015	 2
222	 2015	 14
223	 2015	 2
224	 2015	 11
225	 2015	 8
226	 2015	 4
227	 2015	 5
228	 2015	 0
229	 2015	 1
230	 2015	 0
231	 2015	 1
232	 2015	 8
233	 2015	 0
234	 2015	 8
235	 2015	 9
236	 2015	 3
237	 2015	 0
238	 2015	 4
239	 2015	 7
240	 2015	 6
241	 2015	 6
242	 2015	 6
243	 2015	 4
244	 2015	 22
245	 2015	 8
246	 2015	 7
